babyname,sex,origin
Filberta,girl,German
Denice,girl,French
Nataniel,boy,Hebrew
Halameda,girl,Greek
Byrum,boy,British
Vasilios,boy,Greek
Aberdeen,girl,Scottish
Ketifa,girl,Arabic
Eudokia,girl,Greek
Townlee,boy,British
Paladia,girl,Greek
Zenobie,girl,Greek
Heilyn,boy,Unknown
Adelheid,girl,German
Ramonda,girl,Spanish
Apolena,girl,Greek
Twanda,girl,Unknown
Sigwald,boy,German
Jennita,girl,British
Jaclynn,girl,American
Yzobel,girl,Hebrew
Ilesha,girl,Unknown
Asphodel,girl,Greek
Eboney,girl,Latin
Bartlett,boy,Aramaic
Leila,girl,Arabic
Marly,boy,British
Curtisa,girl,American
Willa,girl,German
Ran,boy,Unknown
Cassandra,girl,Greek
Heidie,girl,Unknown
Sancia,girl,Latin
Alsyna,girl,Greek
Bethie,girl,Hebrew
Nataleen,girl,Latin
Glad,girl,Welsh
Akila,boy,Latin
Kaitleen,girl,Unknown
Delvon,boy,Irish
Saulisbury,boy,British
Annick,girl,Hebrew
Callumet,boy,Latin
Giselle,girl,German
Shyvonne,girl,Irish
Corly,girl,British
Anand,boy,Indian
Aloin,boy,British
Venice,girl,Latin
Cristobal,boy,Greek
Tadeusz,boy,Unknown
Alonzo,boy,Spanish
Teyton,boy,Unknown
Canbey,boy,British
Meiri,boy,Hebrew
Neckarios,boy,Greek
Asaf,boy,Hebrew
Alles,girl,German
Homere,boy,Greek
Nolene,girl,Irish
Porphirios,boy,Greek
Paraskeva,girl,Unknown
Elenyi,girl,Greek
Kahane,boy,Irish
Percevall,boy,French
Kepola,girl,Unknown
Victorina,girl,Latin
Chantelle,girl,French
Patienzia,girl,British
Ruggiero,boy,German
Sellma,girl,German
Heatherlee,girl,Unknown
Wilda,girl,German
Onella,girl,Greek
Shaw,boy,British
Hadrian,boy,Latin
Jobyna,girl,Hebrew
Domitia,girl,Latin
Kaylea,girl,Gaelic
Ellura,girl,British
Roxane,girl,Persian
Timotheos,boy,Unknown
Yissachar,boy,Hebrew
Trevian,boy,British
Edda,girl,Norse
Halleli,girl,Hebrew
Hoolana,girl,Unknown
Gillby,boy,Norse
Thorleif,boy,Unknown
Zillah,girl,Hebrew
Alegrya,girl,Latin
Kamerin,girl,Scottish
Radlee,boy,British
Egidio,boy,Greek
Keppler,boy,German
Jeaven,boy,Unknown
Tirzah,girl,Hebrew
Kristianne,girl,Scandinavian
Jenefer,girl,Welsh
Baldur,boy,British
Dayson,boy,British
Lavette,girl,Latin
Ryin,boy,Unknown
Denison,boy,British
Deeann,girl,British
Dar,boy,Hebrew
Gotam,boy,Unknown
Ena,girl,Hebrew
Thilda,girl,Unknown
Bailei,girl,British
Lindi,girl,Spanish
Ashanti,girl,Ghanaian
Bramwell,boy,British
Zaynab,girl,Unknown
Nellsey,girl,Unknown
Janyne,girl,Unknown
Aldon,boy,Italian
Mahaliah,girl,Hebrew
Tamberlaine,boy,Unknown
Tona,girl,Latin
Vickilyn,girl,Unknown
Jorma,boy,Unknown
Genna,girl,British
Raimondo,boy,German
Tyrzah,girl,Hebrew
Yury,boy,Russian
Madge,girl,Greek
Laliah,girl,Arabic
Davar,boy,American
Crescent,girl,French
Rashaad,boy,Arabic
Sigournie,girl,Unknown
Lavone,girl,Unknown
Margarito,boy,Unknown
Mannfryd,boy,German
Rhianen,girl,Unknown
Viennia,girl,Latin
Affrikah,girl,Celtic
Leota,girl,German
Havel,boy,Latin
Jenisha,girl,Unknown
Rionnagh,girl,Irish
Leonora,girl,Greek
Eder,boy,Hebrew
Narcissus,boy,French
Raquelle,girl,Spanish
Janaeh,girl,American
Dubhghlas,boy,Scottish
Vicke,girl,Unknown
Maryssa,girl,Latin
Roxandra,girl,Persian
Richarda,girl,German
Melissandre,girl,German
Jean Pierre,boy,Unknown
Teralynn,girl,Unknown
Robert,boy,German
Anjelica,girl,Latin
Melanee,girl,Greek
Gephaniah,boy,Hebrew
Vondell,boy,Norse
Sabyna,girl,Latin
Cheralynne,girl,British
Dempsey,boy,Irish
Aldford,boy,British
Charlett,girl,German
Analiesa,girl,Latin
Rubey,girl,British
Lindie,girl,Spanish
Velvel,boy,Unknown
Berti,girl,German
Maka,girl,Unknown
Broden,boy,Irish
Phoeboe,girl,Greek
McDowell,boy,Scottish
Minos,boy,Greek
Tawnya,girl,Russian
Bergeron,boy,French
Sina,girl,Irish
LeCrecia,girl,Unknown
Emilianus,boy,Latin
Tamzen,girl,British
Sharleen,girl,German
Reubena,girl,Hebrew
Wetherley,boy,British
Lula,girl,German
Nettie,girl,British
Tilli,girl,German
Winonna,girl,Native American
Serafim,boy,Unknown
Sidnee,girl,British
Enora,girl,Greek
Weldon,boy,British
Faythe,girl,British
Rauf,boy,Unknown
Vidosava,girl,Unknown
Cinthia,girl,Greek
Nakisha,girl,American
Didiane,girl,French
Heida,girl,Unknown
Chalice,girl,Latin
Osmunde,boy,Scandinavian
Ennes,boy,Unknown
Shepard,boy,British
Nev,boy,Latin
Ite,girl,Unknown
Dorren,boy,Irish
Lizett,girl,Unknown
Elzina,girl,Arabic
Fryda,girl,German
Tiara,girl,Latin
Loucas,boy,Unknown
Yolie,girl,Spanish
Derren,boy,British
Cascy,girl,Irish
Colten,boy,British
Myshella,girl,Hebrew
Casshe,boy,Unknown
Irma,girl,German
Perdita,girl,Latin
Eadweard,boy,British
Youliya,girl,Russian
Sharlie,girl,German
Neven,boy,Latin
Phylecia,girl,Unknown
Venetta,girl,Latin
Dennys,boy,Greek
Elemer,boy,British
Tabatha,girl,Aramaic
Kosta,girl,Latin
Arcelius,boy,Spanish
Aimerey,boy,German
Wioletta,girl,Unknown
Parton,boy,British
Krystlea,girl,Unknown
Fadora,girl,Greek
Larry,boy,British
Lawanda,girl,American
Orit,girl,Hebrew
Surjit,boy,Unknown
Alcinia,girl,Greek
Elizabette,girl,Hebrew
Pedahel,boy,Hebrew
Jesper,boy,Greek
Grimaldo,boy,Spanish
Craig,boy,Scottish
Mateus,boy,Hebrew
Keizo,boy,Unknown
Padme,girl,Persian
Whitehead,boy,British
Cytia,girl,Greek
Sholto,boy,Unknown
Wandy,girl,Slavic
Marc,boy,French
Latarisha,girl,Unknown
Tilden,boy,British
Teleri,girl,Unknown
Tulley,boy,Irish
Zaccariah,boy,Hebrew
Calida,girl,Spanish
Amira,girl,Hebrew
Geddy,boy,Unknown
Tavon,boy,Modern
Debbera,girl,Hebrew
Amora,girl,French
Matz,boy,Hebrew
Daniela,girl,Hebrew
Inessa,girl,Spanish
Fabron,boy,French
Lynnet,girl,Welsh
Caronne,girl,Greek
Tramaine,boy,Celtic
Marquessa,girl,French
Joda,girl,Hebrew
Aeress,girl,Greek
Joenie,girl,Unknown
Imojeen,girl,Irish
Toshimi,girl,Unknown
Fakhruddin,boy,Unknown
Roselie,girl,Unknown
Ahab,boy,Hebrew
Pennee,girl,British
Traudl,girl,German
Marjolaine,girl,French
Tenisha,girl,American
Darsi,girl,Irish
Daria,girl,Persian
Lynlee,girl,British
Glenavon,boy,British
Nairne,boy,Scottish
Tsilah,girl,Hebrew
Gifferd,boy,British
Mzee,boy,Unknown
Tawana,girl,American
Uchenna,girl,Unknown
Ilectra,girl,Greek
Derrek,boy,German
Enya,girl,Irish
Idalia,girl,Greek
Yehoshua,boy,Hebrew
Kenrick,boy,Welsh
Antony,boy,Latin
Lillita,girl,Latin
Gelilia,girl,Hebrew
Allicea,girl,German
Nixe,girl,Greek
Hesper,girl,Greek
Benadette,girl,German
Haduraq,girl,Hebrew
Townlie,boy,British
Dung,girl,Unknown
Loreene,girl,Unknown
Ronen,boy,Unknown
Jeena,girl,Hebrew
Saveria,girl,Unknown
Cyrina,girl,Persian
Coryna,girl,Greek
Kyrsta,girl,Unknown
Halie,girl,British
Amiram,boy,Hebrew
Tereze,girl,Unknown
Kato,boy,Latin
Thedorsha,girl,Unknown
Amarinda,girl,Latin
Keighley,girl,Gaelic
Aurelina,girl,Latin
Kea,girl,Unknown
Weatherbey,boy,British
Ondray,boy,Unknown
Morell,boy,French
Tyfani,girl,Unknown
Purity,girl,British
Erol,boy,Unknown
Naya,girl,Unknown
Mellin,boy,Irish
Chidinma,girl,Unknown
Permelia,girl,Latin
Meili,girl,Unknown
Karstin,girl,Unknown
Twan,boy,Latin
Riah,girl,Unknown
Lexi,girl,Greek
Jospeh,boy,Unknown
Meralda,girl,Latin
Ruthelle,girl,Hebrew
Neddy,boy,British
Cici,girl,Welsh
Oletha,girl,Unknown
Shanea,girl,Native American
Finella,girl,Irish
Salley,girl,Hebrew
Marcilee,girl,Latin
Colwin,boy,Welsh
Ambrosine,girl,Greek
Maison,girl,British
Letishia,girl,Unknown
Helminette,girl,German
Bolade,girl,Nigerian
Chantaye,girl,French
Alessandro,boy,Greek
Ohndre,boy,Greek
Asbury,boy,British
Anina,girl,Aramaic
Genoveva,girl,French
Jaydon,boy,Hebrew
Maelynn,girl,British
Ravinna,girl,Unknown
Martien,boy,Unknown
Denae,girl,Greek
Tiffianie,girl,Unknown
Jeneffer,girl,Unknown
Lynah,girl,Greek
Virginius,boy,Latin
Carlyjo,girl,German
Natalio,boy,Spanish
Dave,boy,Hebrew
Katorzyna,girl,Unknown
Sesheta,girl,Egyptian
Nardo,boy,Italian
Masslen,boy,French
Britni,girl,Latin
Rufous,boy,Latin
Glenne,girl,Irish
Kaleila,girl,Arabic
Lope,boy,Unknown
Vianca,girl,British
Aldwinn,boy,British
Casee,girl,Irish
Edwyn,boy,British
Cristie,girl,Latin
Mea,girl,Scandinavian
Shawna,girl,Irish
Kaytria,girl,Unknown
Kelbea,girl,British
Donya,girl,Italian
Parthenope,girl,Greek
Kairee,boy,Unknown
Murrow,boy,Celtic
Iddo,boy,Hebrew
Sedonia,girl,Unknown
Merv,boy,Unknown
Udi,boy,Hebrew
Mehalia,girl,Hebrew
Cheyna,girl,Hebrew
Olivia,girl,Latin
Adar,boy,Hebrew
Rylina,girl,Irish
Ardeen,girl,Latin
Zander,boy,Slavic
Johnquita,girl,Unknown
Kearny,boy,Unknown
Ateret,girl,Hebrew
Yeshua,boy,Unknown
Luc,boy,Greek
Cadbey,boy,British
Meadow,girl,Unknown
Keilah,girl,Hebrew
Galo,boy,Spanish
Sheri,girl,German
Tikvah,girl,Hebrew
Ysidro,boy,Greek
Corynna,girl,Greek
Laurinda,girl,Latin
Precious,girl,Latin
Zarya,girl,Slavic
Wystan,boy,British
Swen,boy,Norse
Lorilynn,girl,British
Alpheus,boy,Hebrew
Cheri,girl,French
Zelindo,boy,Unknown
Wolfgang,boy,German
Cera,girl,French
Leretta,girl,Italian
Patreice,girl,Latin
Bronnie,girl,Welsh
Halola,boy,Unknown
Lopaka,boy,Unknown
Quenton,boy,Latin
Cathryne,girl,Greek
Dalan,boy,Irish
Georg,boy,Greek
Cimone,girl,Hebrew
Brigantia,girl,Celtic
Valombrosa,girl,Italian
Rowley,boy,British
Frantiska,girl,Unknown
Sarette,girl,Hebrew
Seraphim,boy,Hebrew
Rozalyn,girl,Unknown
Glenys,girl,Welsh
Gwendalyn,girl,Welsh
Carrola,girl,German
Klianthe,girl,Greek
Makensie,girl,Irish
Sabriya,girl,Unknown
Jacalin,girl,French
Kum,girl,Unknown
Arnold,boy,German
Dragoslav,boy,Unknown
Corvin,boy,Unknown
Jamall,boy,Arabic
Micaela,girl,Hebrew
Ruffina,girl,Latin
Ziva,girl,Hebrew
Topper,boy,Unknown
Nanne,girl,Unknown
Chasida,girl,Latin
Arion,boy,Welsh
Shanette,girl,Unknown
Ketura,girl,Hebrew
Toro,boy,Latin
Brei,girl,British
Tannon,boy,German
Schaeffer,boy,German
Dayman,boy,Greek
Sharmyane,girl,Greek
Malachie,boy,Hebrew
Sarika,girl,Hebrew
Janica,girl,Hebrew
Caylyn,girl,Greek
Kennett,boy,Irish
Abgail,girl,Hebrew
Nychole,girl,Greek
Efigenios,boy,Greek
Aherne,boy,Celtic
Mechtildis,girl,Unknown
Hernlee,boy,British
Kaelynn,girl,American
Debbey,girl,Hebrew
Elfrea,girl,German
Tamieka,girl,Unknown
Avryll,boy,British
Viviano,boy,Unknown
Ellen,girl,Greek
Moeda,girl,Unknown
Ridglee,boy,British
Alphonzo,boy,German
Haylea,girl,British
Magdalen,girl,Hebrew
Coleman,boy,Gaelic
Brynne,girl,Welsh
Vickie,girl,Latin
Alverio,boy,British
Ryeland,boy,British
Reidar,boy,Unknown
Wedgewood,boy,British
Dimitra,girl,Greek
Grimshaw,boy,British
Shaylla,girl,Irish
Benedykt,boy,Polish
Lumina,girl,Latin
Kathaleyna,girl,Irish
Jiles,boy,Greek
Julena,girl,Latin
Avis,girl,German
Manlio,boy,Unknown
Lucretia,girl,Latin
Csilla,girl,Hungarian
Shawndelle,girl,British
Meeko,girl,Unknown
Vicki,girl,Latin
Vehlma,girl,British
Tennie,girl,Unknown
Bronwyn,girl,Welsh
Chere,girl,French
Millborne,boy,British
Amon,boy,Irish
Chevy,boy,French
Magnolia,girl,French
Tuckerman,boy,British
Dobra,girl,Hebrew
Chapa,girl,Unknown
Maressa,girl,Latin
Slade,boy,British
Jannissa,girl,Unknown
Ramzan,boy,Egyptian
Calypso,girl,Greek
Sylviane,girl,Unknown
Doriana,girl,Greek
Laronda,girl,American
Jadey,girl,Unknown
Trevor,boy,Welsh
Willmina,girl,German
Reneeta,girl,Latin
Iana,girl,Unknown
Burdett,boy,British
Korenda,girl,Greek
Petria,girl,Greek
Woodstock,boy,British
Yocheved,girl,Unknown
Santsia,girl,Latin
Gemali,boy,Arabic
Larrisa,girl,Unknown
Delron,boy,French
Vilok,boy,Unknown
Jerrill,boy,British
Medwinn,boy,German
Sicillia,girl,Unknown
Giussepe,boy,Unknown
Prudie,girl,Latin
Daliyah,girl,Hebrew
Betheney,girl,Hebrew
Larenz,boy,Latin
Katelyne,girl,Unknown
Terie,girl,British
Shalome,girl,Hebrew
Darya,girl,Persian
Comus,boy,Greek
Tamsin,girl,British
Aghna,girl,Greek
Inman,boy,British
Darro,boy,British
Aloysia,girl,German
Mamoun,boy,Arabic
Arlyss,girl,Hebrew
Mado,girl,Unknown
Tatianna,girl,Russian
Pierre Jean,boy,Unknown
Raenisha,girl,Danish
Patriece,girl,Unknown
Nestore,boy,Greek
Johnique,girl,Unknown
Yotam,boy,Unknown
Caldwell,boy,British
Shaunah,girl,British
Satina,girl,Latin
Gillmore,boy,Irish
Norberta,girl,Unknown
Veritie,girl,Latin
Bardrick,boy,German
Arivoli,boy,Indian
Callia,girl,Greek
Gwennore,girl,Welsh
Christyna,girl,Latin
Roshaundra,girl,Sanskrit
Danijela,girl,Hebrew
Vasilije,boy,Greek
Ocie,girl,Unknown
Iliane,girl,Unknown
Nannette,girl,French
Jenni,girl,Welsh
Valyn,girl,Latin
Charlott,girl,German
Paquita,girl,Spanish
Bidon,girl,French
Tibor,boy,Slavic
Sharlene,girl,German
Allfrie,girl,German
Kinzie,girl,Scottish
Beverlianne,girl,American
Olave,boy,Norse
Aldyne,girl,Latin
Ardmorr,boy,Latin
Everest,boy,British
Berniss,girl,Greek
Marysia,girl,Latin
Norul,girl,Unknown
Akillius,boy,Greek
Czenzi,girl,Unknown
Tiia,girl,Unknown
Gaell,boy,Irish
Nicholas,boy,Greek
Towers,boy,British
Chepziba,girl,Hebrew
Rawson,boy,French
Ghilian,girl,Latin
Lottie,girl,French
Simmonds,boy,Hebrew
Hilleary,girl,Unknown
Brynna,girl,Welsh
Talfrin,boy,Welsh
Harve,boy,French
Brie,girl,Latin
Ebbaneza,boy,Hebrew
Gillette,boy,French
Shon,boy,Unknown
Kaytlyn,girl,Unknown
Zlatan,boy,Unknown
Carliqua,girl,German
Fynella,girl,Irish
Rayder,boy,British
Aidano,boy,Gaelic
Cranford,boy,British
Taletha,girl,Aramaic
Madelynne,girl,Hebrew
Eyrica,girl,Norse
Glinda,girl,Welsh
Jerrot,boy,Hebrew
Alleynah,girl,Hawaiian
Sanjuanita,girl,Unknown
Tarasha,girl,Unknown
Jerick,boy,American
Tatia,girl,Russian
Tirohn,boy,Gaelic
Larita,girl,Latin
Acklie,boy,British
Ani,girl,Hawaiian
Nijel,boy,Irish
Georgia,girl,Latin
Buttler,boy,British
Caylen,girl,Greek
Chann,boy,French
Ryanna,girl,Irish
Hermon,boy,German
Meave,girl,Welsh
Theophilus,boy,Greek
Lataysha,girl,Unknown
Burg,boy,German
Leonildo,boy,Unknown
Velma,girl,German
Teeno,boy,Spanish
Tulya,girl,Spanish
Raechele,girl,Unknown
Donica,girl,Italian
Dorrell,boy,Irish
Alouf,boy,Hebrew
Narice,girl,Greek
Rexford,boy,British
Pantheya,girl,Greek
Tashie,girl,Latin
Heleena,girl,Greek
Liliana,girl,Latin
Archimbald,boy,German
Raymunde,boy,German
Gulzar,boy,Arabic
Handcock,boy,British
Bethney,girl,Hebrew
Lucreecia,girl,Latin
Dominy,boy,Latin
Mariclare,girl,Unknown
Joanne,girl,Unknown
Letisha,girl,Latin
Ligia,girl,Greek
Tiaanna,girl,Unknown
Clarie,girl,Latin
Jamela,girl,Arabic
Emblyn,girl,German
Yessenia,girl,Spanish
Vincenty,boy,Latin
Haelie,girl,British
Nedjema,boy,Unknown
Varinka,girl,Unknown
Guntero,boy,German
Devvon,girl,British
Gurion,boy,Hebrew
Burdette,boy,British
Luvern,boy,Latin
Jung,girl,Unknown
Slaide,boy,British
Zowie,girl,Unknown
Scherman,boy,British
Tanniece,girl,Unknown
Deetra,girl,Greek
Jennie,girl,Swedish
Kimbra,girl,Unknown
Absolon,boy,Hebrew
Taisie,girl,Irish
Garryk,boy,British
Kashana,girl,American
Marielena,girl,Latin
Viole,girl,Latin
Femke,girl,Unknown
Hackman,boy,German
Hansson,boy,Scandinavian
Mohave,boy,American
Elkanna,girl,Hebrew
Lenos,girl,Latin
Larrayna,girl,Spanish
Attwater,boy,British
Kalista,girl,Latin
Corrado,boy,German
Witmore,boy,British
Luba,girl,Yiddish
Leesha,girl,Latin
Sebastjan,boy,Unknown
Meghan,girl,Welsh
Yekara,girl,Hebrew
Noemi,girl,Hebrew
Garnette,girl,British
Zacharia,boy,Hebrew
Hoover,boy,Unknown
Clodoveo,boy,German
Alberick,boy,German
Flori,girl,Latin
Zorada,girl,Unknown
Javiera,girl,Spanish
Eyota,girl,Unknown
Wende,girl,Unknown
Deolinda,girl,Portuguese
Bijou,girl,French
Parvani,girl,Unknown
Kristelle,girl,Latin
Colley,boy,British
Yoi,girl,Unknown
Chavondria,girl,Hebrew
Gwendoline,girl,Welsh
Sandera,girl,Greek
Lawerence,boy,Unknown
Koralline,girl,Latin
Zayle,boy,Greek
Randolph,boy,German
Stamford,boy,British
Venessea,girl,Greek
Olenka,girl,Scandinavian
Tabathia,girl,Unknown
Sherry,girl,French
Markisha,girl,American
Aanandini,girl,Indian
Lulita,girl,German
Smedly,boy,British
Susette,girl,Hebrew
Uziel,boy,Hebrew
Berthoud,boy,German
Glenda,girl,Welsh
Yasamin,girl,Persian
Ranit,girl,Sanskrit
Sigmond,boy,German
Ignac,boy,Unknown
Traherne,boy,Welsh
Carmita,girl,Hebrew
Rixt,girl,Unknown
Arline,girl,French
Kefeira,girl,Unknown
Catherina,girl,Greek
Easton,boy,British
Amberleigh,girl,Arabic
Jerrad,boy,Hebrew
Mitsue,girl,Unknown
Izabella,girl,Hebrew
Brittlynn,girl,Latin
Alexene,girl,Greek
Hannya,girl,Hebrew
Narissa,girl,Italian
Tai,boy,Unknown
Brygid,girl,Gaelic
Kamal,boy,Arabic
Christain,girl,Latin
Evfemiya,girl,Unknown
Kynaston,boy,British
Maikaikeakua,boy,Unknown
Ilonna,girl,Hungarian
Zindil,boy,Yiddish
Dainis,boy,Russian
Vincien,boy,Latin
Carmill,girl,Hebrew
Deandra,girl,American
She-,girl,American
Girauld,boy,German
Vojin,boy,Unknown
Emlen,boy,Welsh
Langsden,boy,British
Sampaguita,girl,Unknown
Jasmene,girl,Unknown
Doll,girl,Greek
Amerah,girl,Hebrew
Searria,girl,Unknown
Jabez,boy,Hebrew
Patricka,girl,Latin
Chilton,boy,British
Valene,girl,Latin
Ursule,girl,Scandinavian
Silvija,girl,Latin
Karma,girl,Sanskrit
Bramwyll,boy,British
Rosalyne,girl,French
Rozina,girl,Latin
Tremont,boy,French
Hedwyn,boy,Welsh
Hepzibah,girl,Hebrew
Eber,boy,German
Karolina,girl,Slavic
Reyna,girl,Spanish
Agrafina,girl,Greek
Jina,girl,Swahili
Pauel,boy,Latin
Nektarius,boy,Greek
Maliq,boy,Arabic
Beonca,girl,Italian
Ludoslav,boy,Unknown
Adawna,girl,British
Sandero,boy,Greek
Eugenios,boy,Greek
Merton,boy,British
Sixta,girl,Unknown
Nastassja,girl,Latin
Nimat,girl,Unknown
Elimelech,boy,Hebrew
Gamul,boy,Arabic
Concha,girl,Latin
Kenrik,boy,Welsh
Liseta,girl,British
Phoebus,boy,Greek
Darcio,boy,French
Bodin,boy,Scandinavian
Carmelit,girl,Hebrew
Xenia,girl,Greek
Saranna,girl,Unknown
Kame,boy,Unknown
Arona,girl,Hebrew
Branlea,boy,British
Tanier,boy,British
Sevilla,girl,Spanish
Murdoch,boy,Scottish
Nadette,girl,German
Allvar,boy,British
Chels,girl,British
Miloslav,boy,Unknown
Taytin,boy,Unknown
Eino,boy,Scandinavian
Prewett,boy,French
Jazmon,girl,Persian
Corvetta,girl,Latin
MacGhee,boy,Irish
Orpah,girl,Hebrew
Santiago,boy,Spanish
Shakette,girl,American
Arfon,boy,Welsh
Jumaane,boy,Unknown
Adelaide,girl,German
Emmonuel,boy,Hebrew
Bazile,girl,Greek
Selenia,girl,Greek
Mir,girl,Unknown
Aryane,girl,Greek
Tiburon,boy,Spanish
Tadi,boy,Native American
Pola,girl,Arabic
Traci,girl,Irish
Melisha,girl,Modern
Trevyn,boy,British
Alysoun,girl,German
Riesa,girl,Latin
Manette,girl,Latin
Neriss,girl,Welsh
Allex,boy,Greek
Arno,boy,German
Tavy,girl,Latin
Etheline,girl,German
Nadezjda,girl,Unknown
Eulalia,girl,Greek
Keppel,boy,German
Hilleri,girl,Unknown
Lismaris,girl,Unknown
Adreean,boy,Latin
Leontina,girl,French
Ian,boy,Scottish
Sherileen,girl,British
Traugott,boy,German
Dimonah,girl,Hebrew
Stennis,boy,Scottish
Llewellyn,boy,Welsh
Lenorah,girl,Greek
Hamidah,girl,Arabic
Myrle,girl,French
Zefiryn,girl,Greek
Greetje,girl,Unknown
Montanus,boy,Latin
Vardit,girl,Hebrew
Anstas,boy,Greek
Clea,girl,Greek
Antwain,boy,French
Fatmah,girl,Arabic
Nea,girl,Swahili
Alixevette,girl,Unknown
Nellianne,girl,Unknown
Giliah,girl,Hebrew
Vikki,girl,Latin
Arleena,girl,British
Maleek,boy,Arabic
Kesare,girl,Latin
Xaviera,girl,Basque
Ivetta,girl,French
Sharik,girl,African
Gretel,girl,Greek
Tirrien,girl,Welsh
Lorette,girl,Latin
Harland,boy,British
Burlie,boy,British
Reo,boy,Spanish
Badir,boy,Arabic
Benzion,boy,Hebrew
Laurella,girl,Latin
Rini,girl,Unknown
Ivica,boy,Unknown
Lien,girl,Unknown
Ganit,girl,Hebrew
Katiuska,girl,Unknown
Kerwin,boy,Irish
Mine,girl,Unknown
Marsean,boy,American
Syrena,girl,Greek
Zalia,girl,Unknown
Jesstina,girl,Welsh
Itidal,girl,Unknown
Peer,boy,French
Fiorenza,girl,Latin
Faruqh,boy,Arabic
Geiliyah,girl,Hebrew
Larance,boy,Latin
Loyall,boy,British
Kaseem,boy,Arabic
Aikaterine,girl,Greek
Grenville,boy,French
Rhea,girl,Greek
Charlien,girl,German
Ciprien,boy,Spanish
Clover,girl,British
Roseellen,girl,Unknown
Vasileos,boy,Greek
Song,girl,Unknown
Epifan,boy,Spanish
Genio,boy,Greek
Michio,boy,Japanese
Zeruiah,girl,Unknown
Phung,girl,Unknown
Morgance,girl,Welsh
Graeme,boy,British
Octavius,boy,Latin
Ninette,girl,Spanish
Cornelle,girl,Latin
Andromeda,girl,Greek
Hedrick,boy,Unknown
Rayshaun,boy,American
Kletus,boy,Greek
Darseigh,girl,Irish
Saddler,boy,British
Tabbi,girl,Aramaic
Hywell,boy,Unknown
Lidweina,girl,Scandinavian
Yosuke,boy,Unknown
Leanza,girl,Unknown
Damont,boy,American
Asshe,boy,British
Jeneen,girl,British
Ujala,boy,Unknown
Pharamund,boy,British
Jeovanna,girl,Latin
Derryk,boy,German
Cerian,girl,Welsh
Barta,girl,German
Sondja,girl,British
Madalyn,girl,Hebrew
Dorita,girl,Greek
Dove,girl,Unknown
Samatha,girl,Unknown
Chelsei,girl,British
Kordelia,girl,Unknown
Linsie,girl,British
Belenda,girl,Italian
Stanfield,boy,British
Tomer,boy,Unknown
Australia,girl,Latin
Kaufmann,boy,German
Tobie,boy,Hebrew
Garek,boy,British
Egan,boy,Irish
Myrleen,girl,French
Letoya,girl,Spanish
Ceola,girl,British
Sireena,girl,Greek
Maela,girl,Unknown
Simona,girl,Hebrew
Jorin,girl,Unknown
Marvina,girl,British
Beranice,girl,Greek
Sahn,boy,Unknown
Ioannah,girl,Hebrew
Lillianna,girl,Latin
Jerona,girl,American
Yuval,boy,Unknown
Shailin,girl,Unknown
Kimilee,girl,Unknown
Pura,girl,Unknown
Glaurea,girl,Latin
Xylina,girl,Greek
Ashia,girl,Arabic
Shawnna,girl,British
Eldon,boy,British
Jenniferr,girl,Unknown
Matanya,boy,Hebrew
Brockley,boy,British
Shelton,boy,British
Ellmera,girl,Arabic
Palmar,boy,British
Toia,girl,Spanish
Lorens,boy,Latin
Martynne,girl,Aramaic
Gennara,girl,Spanish
Tanyia,girl,Unknown
Eris,girl,Greek
Trevorian,boy,Unknown
Denzyl,boy,British
Jelal,boy,Arabic
Valerye,girl,Latin
Adim,boy,Hebrew
Chessa,girl,Slavic
Joylynne,girl,Unknown
Chryssa,girl,Latin
Arnie,boy,Norse
Giovanni,boy,Italian
Teador,boy,Greek
Newt,boy,Unknown
Loirane,girl,Unknown
Anatolia,girl,Greek
Hanniya,girl,Hebrew
Marena,girl,Latin
Hera,girl,Greek
Konstatin,boy,Unknown
Laredo,boy,Unknown
Doe,girl,Greek
Farrar,boy,British
Bettye,girl,Hebrew
Ultan,boy,Unknown
Cobby,boy,Hebrew
Fanechka,girl,Latin
Eyvetta,girl,French
Ackerley,boy,British
Zoria,girl,Unknown
Livaun,girl,Latin
Kylii,girl,Unknown
Hernando,boy,Spanish
Iseult,girl,Unknown
Vangelios,boy,Greek
Taylin,girl,British
Kalil,boy,Arabic
Bonne,girl,Scottish
Francziska,girl,Unknown
Kemberly,girl,Unknown
Donzel,boy,Spanish
Bravvo,boy,Italian
Naim,boy,Arabic
Ezrah,boy,Hebrew
Cherell,girl,Greek
Marketta,girl,Greek
Tebeth,girl,Unknown
Hardwinn,boy,British
Glaucio,boy,Unknown
Clementyna,girl,Latin
Jaydey,girl,Unknown
Walida,girl,Unknown
Wickley,boy,British
Beniamina,girl,Hebrew
Alithea,girl,Greek
Piotr,boy,Greek
Leomaris,boy,Latin
Trystin,girl,British
Giacopo,boy,Hebrew
Janalee,girl,Hebrew
Hulda,girl,Hebrew
Cheyne,boy,French
Barnum,boy,British
Laila,girl,Arabic
Raziya,girl,Unknown
Vlatka,girl,Unknown
Madelene,girl,Hebrew
Loise,girl,German
Ilene,girl,Modern
Ajeya,girl,Indian
Cleanthes,boy,Greek
Nevia,girl,Unknown
Richela,girl,German
Antonette,girl,Latin
Fairy,girl,Unknown
Porfirio,boy,Greek
Katelin,girl,Greek
Shandar,boy,Unknown
Chamaniah,girl,Hebrew
Elona,girl,Hungarian
Matthea,girl,Hebrew
Jacquella,girl,French
Charitey,girl,Latin
